<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">la couverture médiatique</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">la couverture médiatique</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un journaliste</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un journaliste</div>;ANGLAIS::niveau::A2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un reporter</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un reporter</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un chroniqueur, un échotier</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un chroniqueur, un échotier</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un pigiste, un indépendant</div><br><div class="note">-- Note --<br><br>Personne payée à la pige / à la tâche</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un pigiste, un indépendant</div><br><div class="note">-- Note --<br><br>Personne payée à la pige / à la tâche</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un correspondant (à l'étranger)</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un correspondant (à l'étranger)</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un rédacteur en chef</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un rédacteur en chef</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un directeur de publication</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un directeur de publication</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un éditeur</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un éditeur</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un magnat de la presse</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un magnat de la presse</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">la collecte des informations</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">la collecte des informations</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
