<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">short-time working</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le chômage partiel</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">overmanning</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les sureffectifs</div>;ANGLAIS::niveau::C2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">restructuring</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la restructuration</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">staff reductions</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la compression de personnel</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">downsizing, streamlining</div><br><div class="exemple">-- Exemple --<br><br>Réduction de la taille d'une entreprise</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le « dégraissage » (des effectifs)</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">job cuts</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les réductions d’effectifs</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a tenuous job</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">un emploi précaire</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">redundancy</div><br><div class="exemple">-- Exemple --<br><br>Spécifique au Royaume-Uni pour des raisons économiques</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le licenciement économique</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a redundancy letter</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">une lettre de licenciement</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">voluntary redundancy</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le départ volontaire</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">lay-off</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la mise en chômage technique / licenciement</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a job loss</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">une perte, une suppression d’emploi</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a dismissal, a discharge</div><br><div class="exemple">-- Exemple --<br><br>Souvent pour motif personnel ou faute</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">un licenciement, un renvoi</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">early retirement</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la pré-retraite</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">resignation</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la démission</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to reduce the staff</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">réduire les effectifs</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to cut down jobs</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">supprimer des emplois</div><br><div class="note">-- Note --<br><br>cut, cut, cut</div>;ANGLAIS::niveau::B1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to lay off, make (sb) redundant</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">licancier (quelqu’un)</div><br><div class="note">-- Note --<br><br>lay, laid, laid / make, made, made</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to dismiss, discharge</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">renvoyer / licencier</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to fire</div><br><div class="exemple">-- Exemple --<br><br>Familier / familier</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">mettre à la porte</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to pension sb off</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">mettre qqn à la retraite d’office</div>;ANGLAIS::niveau::C2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to retire</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">prendre sa retraite</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to resign (from)</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">démissionner</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to quit (a job)</div>;<div class="theme">Thème : Work > The-job-market > Unemployment > Losing-Ones-Job</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">quitter (un emploi)</div><br><div class="note">-- Note --<br><br>quit, quit, quit</div>;ANGLAIS::niveau::B1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Unemployment::Losing-Ones-Job
